Fiscal Year,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Inbound/Outbound,Count of Seizure Events,Currency Seizures Amount (USD)
2023,NOV,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,8440.0
2023,NOV,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,1,10927.04
2023,NOV,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,2,2980.0
2023,NOV,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Other,2,21554.0
2023,NOV,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other,1,79555.0
2023,NOV,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,3,12647.0
2023,NOV,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,2,3215.61
2023,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,3,12272.0
2023,NOV,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,5,5788.0
2023,NOV,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,1,16930.0
2023,NOV,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,3,14698.01
2023,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,13,94054.0
2023,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,6,117365.0
2023,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,1,16000.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,2,115157.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,17806.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,8,153819.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,9,169786.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,6,171430.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,29487.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,1,76125.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,1,12000.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,5,92561.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,80762.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,13,211785.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,3,62092.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,1,29805.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,1,32072.0
2023,OCT,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,1,20322.0
2023,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,4,108873.0
2023,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,8,219490.0
2023,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,4,54219.0
2023,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,13,224017.0
2023,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,66,447619.22
2023,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,13970.0
2023,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,11,83208.0
2023,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,10,555839.8200000001
2023,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,16,18850.0
2023,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,15,67296.0
2023,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,4,46909.0
2023,OCT,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Inbound,1,280.0
2023,OCT,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,767.0
2023,OCT,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,3416.0
2023,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,1,3590.0
2023,OCT,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,1689.0
2023,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,4,48760.0
2023,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,11,245362.08
2023,OCT,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,1,126700.0
2023,OCT,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,7,56135.98
2023,OCT,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,9,15857.7
2023,OCT,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,10,32301.0
2023,OCT,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,1,722.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Other,1,22220.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,16130.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,6,117434.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,2,32575.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,1,20000.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,5,87248.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,5,93727.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,5,213082.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,2,50691.86
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,20,218510.93
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,4,155162.22
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,25487.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,31744.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,12,308007.6
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Other,1,12222.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,39954.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,1,16865.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,1,14199.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,1,20000.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,214960.0
2023,SEP,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,3,41413.0
2023,SEP,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,1,147092.0
2023,SEP,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,5,118180.0
2023,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,1,20221.0
2023,SEP,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,15,269332.0
2023,SEP,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,2,65804.0
2023,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,22,132183.69
2023,SEP,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,12038.0
2023,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,9,94271.0
2023,SEP,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,5,51537.0
2023,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,14,50092.0
2023,SEP,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,8,180240.0
2023,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,3,29910.0
2023,SEP,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,8,198606.0
2023,SEP,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other,1,1.0
2023,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,3,58139.0
2023,SEP,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,3,64773.0
2023,SEP,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,1049.89
2023,SEP,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,3,1423.62
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,3160.0
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,2692.0
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,8,29286.0
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,3,2000.0
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,3,29852.19
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,1,1529.59
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,2,2399.0
2023,SEP,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,4,8092.969999999999
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Inbound,1,4000.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,17195.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,23000.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,5,87805.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,3,60699.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,1,20093.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,5,75835.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,2,40562.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,26579.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,25705.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Other,1,15000.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,2,174131.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,928.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,20.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,8,161765.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,2,61286.41
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,1,31506.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,52700.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,1,11435.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,30000.0
2024,APR,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,2,67641.0
2024,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,1,10674.64
2024,APR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,1,13287.49
2024,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,3,35180.73
2024,APR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,6,91727.0
2024,APR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Outbound,1,11317.0
2024,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,7,156332.0
2024,APR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,3,74739.0
2024,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,1,13565.0
2024,APR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,16,321165.0
2024,APR,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Inbound,1,21000.0
2024,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,39,184808.03
2024,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,4,27137.0
2024,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,14,334672.0
2024,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,10,510403.0
2024,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,3,24300.0
2024,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,10,183024.76
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,1,12084.0
2024,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,9,70873.0
2024,APR,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other,1,42856.5
2024,APR,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other,1,561.0
2024,APR,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,5806.0
2024,APR,U.S. Border Patrol,Central/Coastal/Other,Other,RAMEY SECTOR,Other,2,762.78
2024,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,28,63355.0
2024,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,2,24000.0
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,2,5484.0
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,6,34101.0
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,9,23535.0
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,3,4585.0
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,8,300932.76
2024,APR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,5,18406.11
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,2,86854.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,4,69457.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,2,30380.74
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,1,40000.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,2,65048.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,3,79846.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,2,112147.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,29545.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,4,39277.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,4,62560.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,11.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,7,240769.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,230700.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,2,42037.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,75000.0
2024,AUG,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,1,30326.0
2024,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,2,26360.0
2024,AUG,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,2,37011.37
2024,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,7,155957.0
2024,AUG,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,3,71651.0
2024,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,7,131766.0
2024,AUG,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,5,73914.0
2024,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,21,240421.0
2024,AUG,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,4,50844.12
2024,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,16,219488.23
2024,AUG,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,5,79098.28
2024,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,8,23230.16
2024,AUG,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,10,212377.96
2024,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,2,1972.57
2024,AUG,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,3,14208.0
2024,AUG,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,2,23419.0
2024,AUG,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,11341.0
2024,AUG,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,2,490140.0
2024,AUG,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,12,22322.0
2024,AUG,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,3,60051.0
2024,AUG,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,1,1480.0
2024,AUG,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,1818.91
2024,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,5,66662.0
2024,AUG,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,5,7894.0
2024,AUG,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,1,23850.0
2024,AUG,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,4,28322.0
2024,AUG,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,4,10962.21
2024,AUG,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,1,2535.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,16700.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,3,166778.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,15626.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,4,87281.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,2,82792.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,3,84422.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,3,79560.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,6,182742.84
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,5,140917.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,4,118682.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,7,98056.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,1,13316.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,2,67379.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,3,38658.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,2,26515.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,1,15186.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,2,40486.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,33730.0
2024,DEC,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,2,64331.46
2024,DEC,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,6,114730.86
2024,DEC,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,14,340754.0
2024,DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,1,29800.0
2024,DEC,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,8,114690.0
2024,DEC,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,1,17000.0
2024,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,22,150411.0
2024,DEC,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,10000.0
2024,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,6,168575.0
2024,DEC,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,7,120514.96
2024,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,12,114697.75
2024,DEC,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,14,347441.0
2024,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,6,164497.72999999998
2024,DEC,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,5,42233.8
2024,DEC,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,1,13687.0
2024,DEC,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,5,17372.41
2024,DEC,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,1,400.0
2024,DEC,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,1928.96
2024,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,9,323258.0
2024,DEC,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,6,33179.0
2024,DEC,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,1,6653.0
2024,DEC,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,1,3230.0
2024,DEC,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,6,620042.3
2024,DEC,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,1,4952.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Inbound,1,632.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Outbound,1,4484.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,6,167266.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,9,171100.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,1,14166.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,1,60000.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,42875.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,20320.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Other,1,250000.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,1,20035.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,1,25051.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,11,80867.26000000001
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,5,76898.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,2,57655.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,66565.0
2024,FEB,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Inbound,6,130638.0
